id,year,age,race,sex,educ,partyid,relactiv,abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle
45025,2004,47,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45026,2004,72,White,Male,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45027,2004,21,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1
45028,2004,63,White,Male,12,Strong Republican,NA,0,0,0,0,0,1,0
45029,2004,67,White,Female,12,Independent,NA,NA,1,NA,1,NA,1,0
45030,2004,33,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45031,2004,62,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45032,2004,48,White,Female,16,Strong Republican,NA,1,NA,0,0,NA,1,0
45033,2004,41,White,Female,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45034,2004,51,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45035,2004,35,White,Female,20,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45036,2004,51,White,Male,13,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45037,2004,41,White,Male,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45038,2004,36,White,Female,12,Strong Democrat,NA,0,0,0,0,0,0,0
45039,2004,55,White,Male,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45040,2004,18,White,Male,11,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45041,2004,48,White,Female,13,Strong Republican,NA,0,0,0,0,0,0,0
45042,2004,19,White,Male,13,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45043,2004,27,Other,Male,20,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45044,2004,19,Black,Female,12,Strong Democrat,NA,0,1,0,0,0,0,0
45045,2004,67,Black,Male,8,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45046,2004,24,White,Female,7,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45047,2004,28,White,Male,12,Not Str Republican,NA,0,1,0,1,0,NA,0
45048,2004,71,White,Female,16,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45049,2004,42,Black,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45050,2004,67,White,Female,12,Strong Republican,NA,0,0,0,0,0,0,0
45051,2004,48,White,Female,13,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45052,2004,42,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45053,2004,44,White,Male,14,Not Str Republican,NA,0,1,0,1,0,1,0
45054,2004,43,White,Male,12,Not Str Democrat,NA,0,0,0,1,0,1,0
45055,2004,80,White,Female,12,Strong Republican,NA,0,0,0,0,0,0,0
45056,2004,78,White,Female,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45057,2004,31,White,Male,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45058,2004,55,White,Male,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45059,2004,42,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45060,2004,67,White,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45061,2004,67,White,Male,8,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45062,2004,58,White,Female,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45063,2004,38,White,Male,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45064,2004,34,White,Female,12,Independent,NA,0,1,0,1,0,0,0
45065,2004,47,White,Male,16,Not Str Republican,NA,0,NA,0,1,0,1,0
45066,2004,65,White,Male,17,Strong Republican,NA,0,0,0,1,0,0,0
45067,2004,52,White,Male,15,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45068,2004,24,White,Female,16,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45069,2004,53,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45070,2004,27,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
45071,2004,30,White,Female,17,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45072,2004,35,Other,Female,17,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45073,2004,55,White,Male,13,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45074,2004,45,White,Female,16,Strong Republican,NA,0,0,0,0,0,0,0
45075,2004,54,White,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45076,2004,41,White,Male,13,Independent,NA,1,1,1,1,1,1,1
45077,2004,24,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45078,2004,33,White,Female,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45079,2004,27,White,Male,13,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45080,2004,70,Black,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45081,2004,27,Other,Male,6,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45082,2004,21,Other,Male,11,Independent,NA,0,0,0,1,0,0,0
45083,2004,49,White,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45084,2004,33,White,Male,11,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45085,2004,29,White,Female,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45086,2004,37,Black,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45087,2004,57,White,Female,13,Independent,NA,0,1,0,1,1,1,1
45088,2004,44,Black,Male,15,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45089,2004,20,White,Female,14,Not Str Democrat,NA,0,1,0,1,0,1,0
45090,2004,41,White,Female,10,"Ind,Near Rep",NA,1,1,1,1,1,1,1
45091,2004,31,White,Male,15,Other Party,NA,1,1,1,1,1,1,1
45092,2004,72,White,Female,12,Strong Republican,NA,1,0,0,1,0,1,0
45093,2004,24,White,Female,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45094,2004,40,White,Female,12,Not Str Democrat,NA,1,1,0,1,NA,1,1
45095,2004,20,White,Male,13,"Ind,Near Dem",NA,0,0,0,1,0,NA,0
45096,2004,24,White,Female,14,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45097,2004,54,Black,Male,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45098,2004,64,White,Male,12,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45099,2004,58,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45100,2004,46,White,Female,16,Not Str Republican,NA,NA,0,0,1,0,1,0
45101,2004,40,White,Female,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45102,2004,42,White,Male,13,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45103,2004,45,White,Female,19,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45104,2004,28,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45105,2004,75,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45106,2004,64,White,Female,20,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45107,2004,31,White,Female,16,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45108,2004,35,Black,Female,15,Strong Democrat,NA,1,1,1,1,1,1,1
45109,2004,65,White,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45110,2004,66,White,Male,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45111,2004,30,White,Male,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45112,2004,89,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,NA
45113,2004,24,White,Male,13,Other Party,NA,NA,NA,NA,NA,NA,NA,NA
45114,2004,29,White,Male,19,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45115,2004,19,Black,Female,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45116,2004,60,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45117,2004,28,White,Female,13,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45118,2004,52,White,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45119,2004,34,White,Female,9,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45120,2004,22,White,Female,15,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45121,2004,72,White,Male,10,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45122,2004,23,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
45123,2004,55,White,Male,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45124,2004,42,White,Female,9,"Ind,Near Rep",NA,0,1,0,1,0,1,0
45125,2004,78,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1
45126,2004,49,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45127,2004,27,White,Male,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45128,2004,63,White,Female,15,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45129,2004,50,White,Male,20,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45130,2004,35,White,Female,12,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45131,2004,28,White,Female,18,Independent,NA,1,1,1,1,1,1,1
45132,2004,70,White,Male,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45133,2004,67,White,Female,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45134,2004,25,White,Male,15,Strong Democrat,NA,1,0,1,1,1,1,1
45135,2004,43,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45136,2004,30,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45137,2004,65,White,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45138,2004,50,White,Female,16,Not Str Democrat,NA,0,1,0,1,0,1,1
45139,2004,52,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45140,2004,65,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45141,2004,81,White,Female,11,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45142,2004,18,White,Male,10,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45143,2004,28,White,Female,11,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45144,2004,41,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45145,2004,38,White,Male,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45146,2004,28,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45147,2004,77,White,Male,12,Strong Democrat,NA,0,1,1,1,0,NA,0
45148,2004,82,White,Female,13,"Ind,Near Rep",NA,0,1,0,1,0,1,0
45149,2004,23,White,Male,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45150,2004,24,White,Female,16,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45151,2004,72,White,Female,15,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45152,2004,19,White,Female,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45153,2004,29,White,Male,15,Strong Republican,NA,0,1,0,1,0,1,0
45154,2004,22,White,Male,15,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45155,2004,61,White,Male,11,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45156,2004,21,White,Female,15,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45157,2004,20,White,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1
45158,2004,18,White,Male,12,Strong Republican,NA,0,1,0,1,0,1,0
45159,2004,21,White,Male,14,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45160,2004,26,White,Male,17,Not Str Republican,NA,0,0,1,0,1,1,0
45161,2004,49,Other,Male,16,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45162,2004,38,White,Female,18,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45163,2004,19,Black,Female,9,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45164,2004,32,White,Male,17,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45165,2004,61,White,Female,12,Strong Republican,NA,0,0,0,0,0,0,0
45166,2004,54,Black,Female,17,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45167,2004,66,Black,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45168,2004,25,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45169,2004,26,White,Male,18,Strong Republican,NA,1,1,1,1,1,1,1
45170,2004,24,White,Female,13,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45171,2004,30,Black,Female,14,"Ind,Near Dem",NA,0,1,0,1,0,0,0
45172,2004,57,White,Female,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45173,2004,23,White,Female,16,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45174,2004,74,Black,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45175,2004,39,White,Male,9,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45176,2004,57,White,Female,16,Not Str Democrat,NA,0,1,1,1,1,1,1
45177,2004,24,Black,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45178,2004,46,Black,Male,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45179,2004,57,Black,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45180,2004,24,Black,Male,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
45181,2004,34,Black,Female,15,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45182,2004,40,Black,Female,12,Independent,NA,1,1,0,1,0,1,0
45183,2004,57,Black,Female,7,Not Str Democrat,NA,0,1,0,1,0,NA,0
45184,2004,50,Black,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45185,2004,38,Black,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0
45186,2004,26,Other,Male,3,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45187,2004,68,White,Male,17,Independent,NA,1,1,1,1,1,1,1
45188,2004,57,White,Male,20,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45189,2004,52,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45190,2004,60,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45191,2004,43,White,Female,14,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45192,2004,40,White,Male,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45193,2004,70,White,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45194,2004,79,White,Female,11,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45195,2004,57,White,Male,19,Not Str Democrat,NA,1,1,1,1,1,1,1
45196,2004,37,White,Female,12,Strong Republican,NA,0,0,0,0,0,0,0
45197,2004,56,White,Female,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45198,2004,48,White,Male,13,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45199,2004,73,White,Male,16,Strong Republican,NA,0,0,0,1,0,0,0
45200,2004,50,White,Female,18,Not Str Republican,NA,1,1,1,1,1,1,1
45201,2004,56,White,Male,20,Strong Republican,NA,0,1,1,1,1,1,0
45202,2004,79,White,Female,14,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45203,2004,21,White,Female,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45204,2004,60,White,Male,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45205,2004,21,White,Female,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45206,2004,44,White,Male,18,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45207,2004,68,White,Female,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45208,2004,39,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45209,2004,44,White,Male,14,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45210,2004,70,White,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45211,2004,34,White,Female,12,Not Str Republican,NA,0,1,0,1,0,0,0
45212,2004,67,White,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45213,2004,52,White,Male,12,Independent,NA,1,1,1,1,1,1,1
45214,2004,89,White,Female,8,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45215,2004,55,White,Female,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45216,2004,64,White,Female,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45217,2004,75,White,Male,0,Independent,NA,1,1,0,1,1,0,1
45218,2004,59,White,Female,12,Not Str Republican,NA,0,0,0,0,0,0,0
45219,2004,62,White,Female,13,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45220,2004,47,White,Male,20,Strong Democrat,NA,1,1,1,1,1,1,1
45221,2004,32,White,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45222,2004,36,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45223,2004,80,White,Male,15,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45224,2004,87,White,Male,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45225,2004,45,White,Male,12,Not Str Democrat,NA,0,0,0,1,0,1,0
45226,2004,71,White,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45227,2004,57,White,Female,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45228,2004,67,White,Male,14,Strong Democrat,NA,1,1,1,1,1,1,1
45229,2004,21,White,Female,14,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45230,2004,35,White,Female,13,Strong Republican,NA,0,1,0,1,0,0,0
45231,2004,58,White,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45232,2004,35,White,Male,13,Strong Republican,NA,1,1,1,1,1,1,1
45233,2004,22,White,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45234,2004,59,White,Male,13,Not Str Republican,NA,1,0,0,1,0,1,1
45235,2004,38,White,Female,9,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45236,2004,83,White,Male,13,Independent,NA,1,1,1,1,1,1,1
45237,2004,25,Black,Male,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45238,2004,30,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45239,2004,73,Other,Female,10,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45240,2004,44,White,Male,9,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45241,2004,59,White,Male,14,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45242,2004,53,White,Male,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45243,2004,68,Black,Female,11,"Ind,Near Dem",NA,0,1,0,1,0,0,0
45244,2004,31,Black,Female,11,"Ind,Near Rep",NA,0,0,0,1,0,1,0
45245,2004,32,Black,Male,20,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45246,2004,52,Black,Male,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45247,2004,63,Black,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45248,2004,47,Black,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45249,2004,47,Black,Male,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45250,2004,79,Black,Female,8,Strong Democrat,NA,1,0,0,1,1,1,1
45251,2004,86,Black,Female,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45252,2004,45,Black,Female,10,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45253,2004,82,Black,Female,14,Strong Democrat,NA,0,1,0,NA,0,NA,0
45254,2004,29,Black,Female,15,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45255,2004,23,Black,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45256,2004,43,Black,Male,9,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45257,2004,30,Black,Female,16,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45258,2004,38,Black,Female,10,Not Str Democrat,NA,0,1,0,1,0,0,0
45259,2004,50,Black,Male,8,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45260,2004,75,White,Male,20,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45261,2004,44,White,Female,16,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45262,2004,55,Black,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45263,2004,36,Black,Female,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45264,2004,43,Black,Male,11,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45265,2004,26,Black,Female,13,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45266,2004,39,White,Male,14,Independent,NA,0,1,0,1,0,1,0
45267,2004,34,White,Male,16,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45268,2004,72,White,Female,2,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45269,2004,50,White,Male,20,Strong Republican,NA,0,0,0,0,0,0,0
45270,2004,79,White,Male,10,Strong Republican,NA,0,0,0,1,0,0,0
45271,2004,28,Black,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45272,2004,50,White,Female,14,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45273,2004,20,White,Male,11,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45274,2004,40,Black,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1
45275,2004,51,White,Male,16,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45276,2004,26,Black,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45277,2004,29,Black,Female,20,"Ind,Near Rep",NA,0,1,1,1,0,1,0
45278,2004,29,White,Female,15,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45279,2004,51,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45280,2004,58,White,Male,12,Independent,NA,1,1,1,1,1,1,1
45281,2004,64,White,Female,12,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45282,2004,58,White,Male,17,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45283,2004,26,Other,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45284,2004,50,White,Male,11,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45285,2004,81,White,Female,11,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45286,2004,83,White,Male,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45287,2004,65,White,Female,5,Not Str Democrat,NA,1,1,1,1,1,1,1
45288,2004,25,White,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45289,2004,45,White,Female,14,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45290,2004,48,White,Male,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45291,2004,28,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45292,2004,31,White,Female,20,"Ind,Near Rep",NA,1,1,1,1,1,1,1
45293,2004,27,Black,Female,13,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45294,2004,23,Black,Female,15,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45295,2004,71,Black,Female,14,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45296,2004,51,Black,Female,18,Strong Democrat,NA,0,1,0,1,0,1,0
45297,2004,57,Black,Male,12,"Ind,Near Dem",NA,0,0,0,0,0,0,0
45298,2004,50,Black,Female,16,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45299,2004,31,Black,Male,9,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
45300,2004,47,Black,Male,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45301,2004,52,Other,Male,13,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45302,2004,30,Other,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45303,2004,37,Black,Female,16,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45304,2004,47,Black,Male,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45305,2004,18,Other,Female,17,Strong Democrat,NA,0,0,0,0,0,0,0
45306,2004,36,White,Female,15,Not Str Democrat,NA,NA,1,0,1,0,1,0
45307,2004,69,White,Male,17,Strong Republican,NA,0,1,0,1,0,1,0
45308,2004,39,White,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45309,2004,67,White,Female,16,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45310,2004,77,White,Male,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
45311,2004,60,White,Female,16,Strong Republican,NA,1,1,1,1,0,1,1
45312,2004,66,White,Male,16,Strong Democrat,NA,1,1,1,1,1,1,1
45313,2004,31,Other,Male,20,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45314,2004,33,Other,Female,20,Strong Democrat,NA,1,1,1,1,1,1,1
45315,2004,38,White,Male,16,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45316,2004,32,Black,Female,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45317,2004,40,White,Male,3,Independent,NA,0,0,0,0,0,1,0
45318,2004,59,White,Male,14,"Ind,Near Dem",NA,0,1,0,1,0,1,0
45319,2004,25,White,Female,19,"Ind,Near Dem",NA,1,1,1,1,1,1,1
45320,2004,28,Black,Female,13,Not Str Democrat,NA,1,1,0,1,0,1,0
45321,2004,44,White,Female,19,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45322,2004,67,White,Female,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45323,2004,44,White,Male,14,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45324,2004,59,White,Male,14,Not Str Republican,NA,1,1,1,1,1,1,1
45325,2004,62,White,Female,19,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45326,2004,49,Black,Male,9,Independent,NA,NA,NA,NA,NA,NA,NA,NA
45327,2004,27,White,Female,19,"Ind,Near Dem",NA,0,1,0,1,0,1,0
45328,2004,58,White,Male,17,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45329,2004,83,White,Female,11,Strong Democrat,NA,1,0,0,NA,0,1,1
45330,2004,27,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
45331,2004,35,Black,Female,16,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45332,2004,53,Other,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
45333,2004,78,White,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
45334,2004,68,White,Female,20,Strong Democrat,NA,1,1,1,1,1,1,1
